gamma,best_epoch,best_val_score,last_val_f1,last_val_f0_5,last_val_precision,last_val_roc_auc,best_threshold
1.0,1,0.6143468490300754,0.3680456490727532,0.4813432835809318,0.6056338028169014,0.6046031918358484,0.48
1.5,2,0.5976583892745371,0.3294460641399417,0.44140624999882055,0.5707070707070707,0.5992223971338617,0.52
2.0,9,0.49322503340227164,0.27129337539432175,0.40111940298383475,0.589041095890411,0.5697264140701336,0.55
