gamma,best_epoch,best_val_score,last_val_f1,last_val_f0_5,last_val_precision,last_val_roc_auc,best_threshold
1.5,4,0.576026975577513,0.028282828282828285,0.0678294573640845,1.0,0.453523640212789,0.5
2.0,4,0.5717178003620182,0.48565573770491804,0.4856557377041181,0.48565573770491804,0.506778579958745,0.5
1.0,9,0.5622952485468972,0.3201174743024963,0.43253968253849606,0.5647668393782384,0.5346494680273586,0.5
