evaluation,accuracy,balanced_accuracy,precision,recall,f1,roc_auc
random_stratified_test,0.9412550066755674,0.9402223277995312,0.9384846211552889,0.9301115241635688,0.9342793129200896,0.9840218499996624
chronological_holdout,0.48397863818424564,0.5568298969072165,0.11117936117936118,0.6464285714285715,0.18972746331236898,0.5789922154428782
