epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_f0_5,val_roc_auc,val_false_alarms_per_hour,val_best_threshold,lr,focal_gamma,swa_active
13,0.14743069807688394,0.15601273030042648,0.5677655677655677,0.5276096515036369,0.5615384615384615,0.14959016393442623,0.23624595469255663,0.3621031746019259,0.5803692595809359,12026.373626373626,0.6,0.0003,1.0,False
14,0.1430056435721261,0.15781516432762147,0.565018315018315,0.5211906959070677,0.5698924731182796,0.10860655737704918,0.18244406196213425,0.3081395348824937,0.5729562479643904,8439.56043956044,0.62,0.0003,1.0,False
15,0.1457844546863011,0.1568824514746666,0.575091575091575,0.5300998805775703,0.65,0.10655737704918032,0.18309859154929578,0.32178217821662586,0.5722641407013354,5907.692307692308,0.62,0.0003,1.0,False
16,0.14025441947437467,0.16136032938957215,0.5796703296703297,0.5438809575507545,0.5838150289017341,0.2069672131147541,0.30559757942511345,0.4279661016937025,0.5710122407990447,15191.208791208792,0.58,0.0003,1.0,False
17,0.14048468782788232,0.15721987932920456,0.5622710622710623,0.5173298230376724,0.5609756097560976,0.0942622950819672,0.16140350877192983,0.2818627450968373,0.5751648843773749,7595.604395604396,0.62,0.0003,1.0,False
18,0.1414055632693427,0.1692148119211197,0.5732600732600732,0.5369056019976115,0.5654761904761905,0.19467213114754098,0.2896341463414634,0.40948275861947114,0.5645152535012485,15402.197802197801,0.62,0.0003,1.0,False
19,0.137995227816559,0.16118376553058625,0.5604395604395604,0.5129193355770275,0.5714285714285714,0.06557377049180328,0.11764705882352941,0.22471910112251733,0.571826484637933,5063.736263736264,0.65,0.0003,1.0,False
20,0.13699723922071003,0.1635250687599182,0.5705128205128205,0.5324544023450223,0.5629139072847682,0.17418032786885246,0.26604068857589985,0.3891941391929033,0.577834925632396,13925.274725274725,0.6,0.0003,1.0,False
21,0.12939560484318507,0.1704561173915863,0.5631868131868132,0.5155995548800347,0.6,0.06762295081967214,0.12154696132596685,0.23305084745655624,0.5772988817717946,4641.758241758242,0.7,0.0003,1.0,False
22,0.13160209925401778,0.16979773491621017,0.5384615384615384,0.5070228531104115,0.46396396396396394,0.21106557377049182,0.29014084507042254,0.3742732558128092,0.5778518890457063,25107.69230769231,0.55,0.0003,1.0,False
23,0.132220344884055,0.16539343744516372,0.5595238095238095,0.5113044186298991,0.5714285714285714,0.05737704918032787,0.1042830540037244,0.2046783625720772,0.5954022364564109,4430.769230769231,0.7,0.0003,1.0,False
24,0.12894299236081896,0.167044997215271,0.5815018315018315,0.5579334491369016,0.5521885521885522,0.3360655737704918,0.4178343949044586,0.48926014319705885,0.601210509173814,28061.53846153846,0.55,0.0003,1.0,False
25,0.12864880902426584,0.16660020500421524,0.5769230769230769,0.5488749864292694,0.5515873015873016,0.2848360655737705,0.37567567567567567,0.46457219251227005,0.6006133970252959,23841.75824175824,0.58,0.0003,1.0,False
26,0.12330128749211629,0.1720244765281677,0.5970695970695971,0.5857805884268809,0.5571428571428572,0.47950819672131145,0.5154185022026432,0.5396678966780946,0.6155886982955162,39243.956043956045,0.5,0.0003,1.0,False
27,0.1199566860284124,0.17213139832019805,0.6117216117216118,0.6005998262946477,0.5761904761904761,0.4959016393442623,0.5330396475770925,0.5581180811799396,0.6190899468027359,37556.043956043955,0.52,0.0003,1.0,False
28,0.12074732106356394,0.17066091746091844,0.5998168498168498,0.5892479101074801,0.5597189695550351,0.48975409836065575,0.5224043715846994,0.5441712203998644,0.6234190098794918,39665.93406593407,0.52,0.0003,1.0,False
29,0.11010713768856865,0.18184498101472854,0.6190476190476191,0.6109610791445012,0.58,0.5348360655737705,0.5565031982942431,0.5703671328662938,0.6319991043317772,39876.92307692308,0.52,0.0003,1.0,False
30,0.11047505693776268,0.17928402423858641,0.6282051282051282,0.6180585712734774,0.5957943925233645,0.5225409836065574,0.5567685589519651,0.5795454545445916,0.6360771088915428,36501.0989010989,0.55,0.0003,1.0,False
31,0.10776148026897794,0.18119569718837739,0.6245421245421245,0.6184860492888937,0.5829787234042553,0.5614754098360656,0.5720250521920668,0.5785472972964792,0.6424723157094778,41353.846153846156,0.52,0.0003,1.0,False
32,0.10809374990917388,0.18760209381580353,0.6355311355311355,0.6231068830745847,0.6113861386138614,0.5061475409836066,0.5538116591928252,0.5869771863108963,0.6543229562479644,33125.27472527472,0.65,0.0003,1.0,False
33,0.10652935079165868,0.17592452466487885,0.6062271062271062,0.6084233525132993,0.552158273381295,0.6290983606557377,0.5881226053639846,0.5660029498517696,0.6518564759526655,52536.26373626373,0.48,0.0003,1.0,False
34,0.10492860632283348,0.16824943274259568,0.6364468864468864,0.617637878623385,0.6342182890855457,0.4405737704918033,0.5199516324062878,0.5829718004328663,0.6586893388340029,26162.63736263736,0.62,0.0003,1.0,False
35,0.10445812415508997,0.18621263206005095,0.6053113553113553,0.6077923135381609,0.5509838998211091,0.6311475409836066,0.5883476599808978,0.5653450807628476,0.6604738899142331,52958.241758241755,0.55,0.0003,1.0,False
36,0.10703551911172413,0.1758231669664383,0.6538461538461539,0.6434019107588753,0.6303317535545023,0.5450819672131147,0.5846153846153846,0.6112132352932478,0.663035365324069,32914.28571428571,0.58,0.0003,1.0,False
37,0.1073174930754162,0.17119220346212388,0.6483516483516484,0.6331220822929107,0.6390374331550802,0.48975409836065575,0.5545243619489559,0.6023185483861695,0.6642397676690912,28483.516483516483,0.58,0.0003,1.0,False
38,0.10420701297975722,0.18128163516521453,0.6428571428571429,0.6354358918684182,0.6079295154185022,0.5655737704918032,0.5859872611464968,0.5989583333324986,0.6638428237976333,37556.043956043955,0.58,0.0003,1.0,False
39,0.09919584081286476,0.179714597761631,0.6391941391941391,0.6274020193247205,0.6146341463414634,0.5163934426229508,0.5612472160356348,0.5921052631570111,0.6639988872000867,33336.26373626374,0.6,0.0003,1.0,False
40,0.10199718248276483,0.1780982419848442,0.6272893772893773,0.6264792096406471,0.5774378585086042,0.6188524590163934,0.5974282888229476,0.5852713178286906,0.667445852784714,46628.57142857143,0.55,0.0003,1.0,False
41,0.09206912098895936,0.18434930145740508,0.6446886446886447,0.631778579958745,0.6256281407035176,0.5102459016393442,0.5620767494356659,0.5985576923067945,0.669610384323092,31437.362637362636,0.62,0.0003,1.0,False
42,0.0932656405937104,0.19163744747638703,0.6575091575091575,0.644745413093041,0.6432160804020101,0.5245901639344263,0.5778781038374717,0.6153846153837176,0.6748995765932038,29960.43956043956,0.65,0.0003,1.0,False
43,0.09706324019602366,0.17904504835605622,0.6456043956043956,0.6357548040386494,0.6177156177156177,0.5430327868852459,0.5779716466739367,0.6011796733203721,0.6762295081967213,34602.1978021978,0.62,0.0003,1.0,False
44,0.0950160264259293,0.16826770901679994,0.6529304029304029,0.6398192378677667,0.6379746835443038,0.5163934426229508,0.5707814269535674,0.6092843326876866,0.6782176202366736,30171.428571428572,0.6,0.0003,1.0,False
45,0.08395284112720262,0.1922496184706688,0.6364468864468864,0.6264927803712952,0.6060606060606061,0.5327868852459017,0.5670665212649946,0.589836660616198,0.678254939745956,35657.142857142855,0.6,0.0003,1.0,False
46,0.08828698347012202,0.19159770160913467,0.6547619047619048,0.6440329497340137,0.6324582338902148,0.5430327868852459,0.5843439911797134,0.6122920517551342,0.6912658777548583,32492.30769230769,0.65,0.0003,1.0,False
47,0.09338144620969183,0.16887580156326293,0.6456043956043956,0.6286708826403213,0.6414565826330533,0.4692622950819672,0.5420118343195266,0.597599164925982,0.6905025241559005,27006.593406593405,0.62,0.0003,1.0,False
48,0.09166744777134486,0.178590127825737,0.6501831501831502,0.6217905222017154,0.7208333333333333,0.35450819672131145,0.47527472527472525,0.5973756906066177,0.6908146509608076,14136.263736263736,0.75,0.0003,1.0,False
49,0.0933428206259296,0.18135062456130982,0.6465201465201466,0.6174953859515796,0.717948717948718,0.3442622950819672,0.46537396121883656,0.589887640448312,0.6948621213766148,13925.274725274725,0.75,0.0003,1.0,False
50,0.08542551632438387,0.17226022183895112,0.6565934065934066,0.6449014764954946,0.6381418092909535,0.5348360655737705,0.5819397993311036,0.6144067796601321,0.7008671696884159,31226.373626373625,0.62,0.0003,1.0,False
51,0.08401046746543475,0.19259333461523057,0.6428571428571429,0.6289422972532841,0.6262886597938144,0.4979508196721312,0.5547945205479452,0.5955882352932077,0.6911505265443492,30593.406593406595,0.68,0.0003,1.0,False
52,0.08606653146090962,0.1932445302605629,0.6538461538461539,0.6410406036260992,0.6381909547738693,0.5204918032786885,0.5733634311512416,0.6105769230760252,0.6973896699598306,30382.417582417584,0.68,0.0003,1.0,False
53,0.08065318174305416,0.17881367951631547,0.6410256410256411,0.6345673651069373,0.603448275862069,0.5737704918032787,0.5882352941176471,0.5972696245725546,0.6952828140267072,38821.97802197802,0.62,0.0003,1.0,False
54,0.083342164400078,0.19756386876106263,0.641941391941392,0.6139466398870915,0.6979591836734694,0.35040983606557374,0.4665757162346521,0.5824250681187815,0.6875373195092824,15613.186813186812,0.78,0.0003,1.0,False
55,0.07642095269901412,0.19695847630500793,0.6446886446886447,0.627252741287591,0.6420454545454546,0.46311475409836067,0.5380952380952381,0.5959915611804789,0.6990079795896212,26584.615384615387,0.72,0.0003,1.0,False
56,0.08774961123154276,0.17186994850635529,0.6282051282051282,0.6365554771468895,0.5665584415584416,0.7151639344262295,0.6322463768115942,0.5911246612459227,0.6995033112582781,56334.06593406593,0.48,0.0003,1.0,False
57,0.07559677550480479,0.1933806911110878,0.6529304029304029,0.6207320052111606,0.7711442786069652,0.3176229508196721,0.44992743105950656,0.5998452012372149,0.7011759038106611,9705.494505494506,0.8,0.0003,1.0,False
58,0.06895927481708072,0.21873757466673852,0.6401098901098901,0.6461364129844751,0.5803722504230119,0.7028688524590164,0.6357738646895273,0.6013323983162614,0.7074150472261426,52325.27472527472,0.62,0.0003,1.0,False
59,0.08281267452098075,0.1781671717762947,0.6565934065934066,0.6307336336988384,0.7132075471698113,0.38729508196721313,0.50199203187251,0.6104651162779905,0.708124117902508,16035.164835164836,0.75,0.0003,1.0,False
60,0.08245241092074485,0.17923156023025513,0.6492673992673993,0.6343434480512431,0.6392572944297082,0.49385245901639346,0.5572254335260116,0.6037074148287358,0.7121885517316251,28694.505494505494,0.68,0.0003,1.0,False
61,0.07713292503640765,0.19604825899004935,0.63003663003663,0.6352594723699925,0.571917808219178,0.6844262295081968,0.6231343283582089,0.59135977337039,0.702536369558137,52747.25274725274,0.58,0.0003,1.0,False
62,0.07638290134214219,0.17737088352441788,0.6538461538461539,0.6516664857235914,0.6086956521739131,0.6311475409836066,0.6197183098591549,0.6130573248399818,0.7084124959287807,41775.82417582417,0.6,0.0003,1.0,False
63,0.07888638157220114,0.1793819047510624,0.6501831501831502,0.6558327000325697,0.590443686006826,0.7090163934426229,0.6443202979515829,0.6108757062139761,0.7126092443817176,50637.36263736264,0.55,0.0003,1.0,False
64,0.07320209095875423,0.18528919219970702,0.6492673992673993,0.6491016176310933,0.5996204933586338,0.6475409836065574,0.6226600985221675,0.6086286594753539,0.7129688687438931,44518.68131868132,0.58,0.0003,1.0,False
65,0.06356496718667802,0.18653301298618316,0.6456043956043956,0.6436258278145696,0.5992141453831041,0.625,0.6118355065195586,0.6041996830420094,0.7169417001411356,43041.758241758245,0.6,0.0003,1.0,False
66,0.0734973702402342,0.18651380762457848,0.6492673992673993,0.6526435783302573,0.5932504440497336,0.6844262295081968,0.6355851569933397,0.6094890510941586,0.7091622787970904,48316.48351648352,0.52,0.0003,1.0,False
67,0.06931669087637038,0.1746406376361847,0.6657509157509157,0.6614441971555749,0.6273291925465838,0.6209016393442623,0.6240988671472708,0.6260330578504347,0.7219289436543264,37978.02197802198,0.6,0.0003,1.0,False
68,0.0725102610886097,0.18663643673062325,0.6657509157509157,0.6616409727499728,0.6268041237113402,0.6229508196721312,0.6248715313463515,0.6260296540354409,0.7223665997177287,38189.01098901099,0.65,0.0003,1.0,False
69,0.06836044593226343,0.19005765169858932,0.6822344322344323,0.6753609814352404,0.654945054945055,0.610655737704918,0.6320254506892895,0.6455805892539324,0.7275099066333732,33125.27472527472,0.65,0.0003,1.0,False
70,0.07174848445824214,0.1800495997071266,0.663003663003663,0.6546316903702095,0.6357466063348416,0.5758196721311475,0.6043010752688172,0.6227836879424148,0.718851780479861,33969.23076923077,0.65,0.0003,1.0,False
71,0.06799839330571038,0.19599464535713196,0.684981684981685,0.6748927912278797,0.6706161137440758,0.5799180327868853,0.621978021978022,0.6502757352932479,0.7333351427640865,29327.472527472524,0.72,0.0003,1.0,False
72,0.07357447204135713,0.17171718031167985,0.6913919413919414,0.6799003908370427,0.6855036855036855,0.5717213114754098,0.623463687150838,0.6592627599234984,0.730648138095755,27006.593406593405,0.68,0.0003,1.0,False
73,0.07019325647325743,0.17179700136184692,0.6941391941391941,0.6849419172728259,0.6790697674418604,0.5983606557377049,0.6361655773420479,0.6612318840571101,0.7340306427098034,29116.483516483517,0.65,0.0003,1.0,False
74,0.06716546008274668,0.17087911888957025,0.6758241758241759,0.6638597872109435,0.6658415841584159,0.5512295081967213,0.6031390134529148,0.6392585551321892,0.7383529204212355,28483.516483516483,0.65,0.0003,1.0,False
75,0.0777779013982841,0.1622168503701687,0.6959706959706959,0.6942717945934209,0.6541501976284585,0.6782786885245902,0.6659959758551308,0.6588375796170517,0.7425293127782,36923.07692307693,0.58,0.0003,1.0,False
76,0.07005116432195618,0.17551335468888282,0.6877289377289377,0.679343990880469,0.6674259681093394,0.6004098360655737,0.6321467098166127,0.6528520499100225,0.7369822766257734,30804.395604395602,0.68,0.0003,1.0,False
77,0.06450877711176872,0.17976955249905585,0.6666666666666666,0.6597139289979372,0.6359649122807017,0.5942622950819673,0.614406779661017,0.6271626297569528,0.7286532406904788,35024.17582417582,0.62,0.0003,1.0,False
78,0.07151701975436438,0.1778181940317154,0.6721611721611722,0.6686163283031159,0.6326530612244898,0.6352459016393442,0.6339468302658486,0.6331699346397248,0.7253487677776571,37978.02197802198,0.58,0.0003,1.0,False
79,0.07042658861194338,0.17017806246876716,0.6730769230769231,0.6676731625230703,0.6390658174097664,0.6168032786885246,0.6277372262773723,0.6344856661037361,0.7390178862229942,35868.131868131866,0.62,0.0003,1.0,False
80,0.06297921478038743,0.1757346622645855,0.6813186813186813,0.6639072847682119,0.7011494252873564,0.5,0.583732057416268,0.648936170211805,0.7388923569644991,21942.85714285714,0.72,0.0003,1.0,False
81,0.061211155816203074,0.1821705348789692,0.674908424908425,0.657915807187059,0.6883852691218131,0.4979508196721312,0.5778834720570749,0.639473684209572,0.7355641352730431,23208.79120879121,0.72,0.0003,1.0,False
82,0.07345490423696381,0.17441092878580094,0.6813186813186813,0.6780751275648681,0.6422764227642277,0.6475409836065574,0.6448979591836734,0.6433224755692366,0.736934779068505,37134.06593406593,0.62,0.0003,1.0,False
83,0.06579664544690222,0.1821065701544285,0.6840659340659341,0.6711133427423732,0.6819338422391857,0.5491803278688525,0.6083995459704881,0.6504854368923001,0.7315607697318423,26373.62637362637,0.7,0.0003,1.0,False
84,0.07438206974239576,0.16730536743998528,0.6831501831501832,0.6687113234176528,0.6878306878306878,0.5327868852459017,0.6004618937644342,0.6499999999990776,0.7318728965367496,24896.703296703297,0.65,0.0003,1.0,False
85,0.0840125142463616,0.1559341184794903,0.6767399267399268,0.6607520898925199,0.6859504132231405,0.5102459016393442,0.5851938895417156,0.6417525773186463,0.7292537455216589,24052.747252747253,0.62,0.00015,1.0,False
86,0.06970235545720373,0.16313624903559684,0.6794871794871795,0.6654000651395071,0.680628272251309,0.5327868852459017,0.5977011494252874,0.6448412698403526,0.7257864238410596,25740.659340659342,0.65,0.00015,1.0,False
87,0.0780361316033772,0.16851360499858856,0.6767399267399268,0.6629166214308979,0.6753246753246753,0.5327868852459017,0.5956471935853379,0.6410256410247274,0.728775377266312,26373.62637362637,0.68,0.00015,1.0,False
88,0.06165976361149833,0.17089852169156075,0.6804029304029304,0.6681956356530235,0.6733167082294265,0.5532786885245902,0.6074240719910011,0.6453154875708075,0.7305768917598524,27639.56043956044,0.65,0.00015,1.0,False
89,0.0800865986162708,0.17236093580722808,0.6822344322344323,0.6674899576593203,0.688,0.5286885245901639,0.5979142526071842,0.6488933601600396,0.7273606285962435,24685.714285714283,0.68,0.00015,1.0,False
90,0.056141876571235205,0.17101792097091675,0.6886446886446886,0.6732846596460753,0.7010869565217391,0.5286885245901639,0.602803738317757,0.6581632653051875,0.7302952990989034,23208.79120879121,0.68,0.00015,1.0,True
91,0.05917442714174589,0.17927503883838652,0.6794871794871795,0.6718936597546412,0.6540178571428571,0.6004098360655737,0.6260683760683761,0.6425438596482816,0.7309772283139724,32703.296703296703,0.6,0.00014877641290737885,1.0,True
92,0.051170999982527325,0.1843948096036911,0.6822344322344323,0.6678835088481164,0.6860158311345647,0.5327868852459017,0.5997693194925029,0.6487025948094582,0.7326328574530452,25107.69230769231,0.68,0.0001452254248593737,1.0,True
93,0.07263100892305374,0.1858950898051262,0.6730769230769231,0.6664925089566822,0.6427015250544662,0.6045081967213115,0.6230200633579726,0.6346815834759347,0.7321918087069808,34602.1978021978,0.62,0.00013969463130731181,1.0,True
