epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_f0_5,val_roc_auc,val_false_alarms_per_hour,val_best_threshold,lr,focal_gamma,swa_active
27,0.017045121041259596,0.1631587713956833,0.5833333333333334,0.5593923026815764,0.5563139931740614,0.33401639344262296,0.4174135723431498,0.490963855420649,0.5672701118228205,27428.571428571428,0.72,0.0003,2.0,False
28,0.02495077658178551,0.1278700403869152,0.5879120879120879,0.5609732928020845,0.5725190839694656,0.3073770491803279,0.4,0.4882812499989162,0.5639622462273369,23630.76923076923,0.68,0.0003,2.0,False
29,0.023335974996111224,0.14839501678943634,0.5851648351648352,0.5561285419606992,0.5726141078838174,0.2827868852459016,0.3786008230452675,0.47520661156913224,0.5710020627510586,21731.86813186813,0.72,0.0003,2.0,False
30,0.022225043692049525,0.131669569760561,0.608058608058608,0.594140158506134,0.576530612244898,0.46311475409836067,0.5136363636363637,0.5496108949407291,0.5758535989577679,35024.17582417582,0.62,0.0003,2.0,False
31,0.023133023775049617,0.14620262235403061,0.5796703296703297,0.5523423081098686,0.555984555984556,0.29508196721311475,0.3855421686746988,0.47244094488080135,0.5509207740744761,24263.736263736264,0.68,0.0003,2.0,False
32,0.024884817922221764,0.13876868039369583,0.5604395604395604,0.5117386820106394,0.5909090909090909,0.05327868852459016,0.09774436090225563,0.19578313252914645,0.533899685159049,3797.802197802198,0.78,0.0003,2.0,False
33,0.02407326198936928,0.1385146014392376,0.5302197802197802,0.530859841493866,0.4772313296903461,0.5368852459016393,0.5053037608486017,0.4880774962734738,0.5253161980241017,60553.846153846156,0.55,0.0003,2.0,False
34,0.022226981463886443,0.13894645720720292,0.6327838827838828,0.6190492346107914,0.6112531969309463,0.48975409836065575,0.5437997724687145,0.5823586744630312,0.5808951253935511,32070.329670329673,0.65,0.0003,2.0,False
35,0.021192573410059725,0.14687179028987885,0.5787545787545788,0.53596922158289,0.6372549019607843,0.13319672131147542,0.22033898305084745,0.3627232142844743,0.570065682336337,7806.593406593406,0.82,0.0003,2.0,False
36,0.027225548889310586,0.12211305275559425,0.5641025641025641,0.5146563890999891,0.6666666666666666,0.04918032786885246,0.0916030534351145,0.18987341772063931,0.5617570024970144,2531.868131868132,0.8,0.0003,2.0,False
37,0.021400978810907828,0.13537192344665527,0.6190476190476191,0.6064352404733471,0.5891089108910891,0.48770491803278687,0.5336322869955157,0.5655893536112766,0.5951613559874064,35024.17582417582,0.62,0.0003,2.0,False
38,0.013140416482374781,0.1656423345208168,0.6126373626373627,0.59886955813701,0.5826972010178118,0.4692622950819672,0.5198637911464246,0.5558252427175429,0.5877992346107914,34602.1978021978,0.65,0.0003,2.0,False
39,0.014215140381739252,0.15142120271921158,0.5915750915750916,0.5755007599609163,0.5564516129032258,0.42418032786885246,0.4813953488372093,0.5237854251002847,0.5640453669525567,34813.18681318681,0.65,0.0003,2.0,False
40,0.017379418458966983,0.12419590353965759,0.6126373626373627,0.5986727825426121,0.5831202046035806,0.4672131147540984,0.5187713310580204,0.5555555555546492,0.5909578221691456,34391.20879120879,0.6,0.0003,2.0,False
41,0.02949233998411468,0.11448377445340156,0.5805860805860806,0.551792693518619,0.5614754098360656,0.2807377049180328,0.3743169398907104,0.46789617486227697,0.5754125502117035,22575.824175824175,0.65,0.0003,2.0,False
42,0.013172660732553118,0.22522168308496476,0.6089743589743589,0.5902453588101183,0.5889212827988338,0.4139344262295082,0.4861612515042118,0.5430107526872043,0.5720978992508956,29749.450549450554,0.75,0.0003,2.0,False
43,0.019183871702158024,0.15882922112941741,0.6016483516483516,0.586377700575399,0.5699208443271768,0.4426229508196721,0.4982698961937716,0.5389221556877016,0.5805626424926718,34391.20879120879,0.68,0.0003,2.0,False
44,0.020777462515980005,0.13693633079528808,0.5686813186813187,0.5309955488003474,0.5548387096774193,0.1762295081967213,0.26749611197511663,0.3880866425980457,0.5753548746064487,14558.241758241758,0.75,0.00015,2.0,False
45,0.020675771071442535,0.14178278148174286,0.6016483516483516,0.5804744327434589,0.5830721003134797,0.38114754098360654,0.46096654275092935,0.527210884352741,0.5776008305287157,28061.53846153846,0.68,0.00015,2.0,False
46,0.02192528685554862,0.12909878864884378,0.5695970695970696,0.5335943437194658,0.5523255813953488,0.19467213114754098,0.2878787878787879,0.40391156462463657,0.580874769297579,16246.153846153846,0.75,0.00015,2.0,False
47,0.01730021916418558,0.14773974493145942,0.608058608058608,0.5876465638909999,0.5920245398773006,0.39549180327868855,0.4742014742014742,0.5385044642847234,0.5781436597546411,28061.53846153846,0.7,0.00015,2.0,False
48,0.019024899584196862,0.1478419192135334,0.5961538461538461,0.5717688090326783,0.5818815331010453,0.3422131147540984,0.4309677419354839,0.5103911980429632,0.5745338454022365,25318.68131868132,0.7,0.00015,2.0,False
49,0.025188884409588008,0.11660852134227753,0.6309523809523809,0.6179839322549125,0.606516290726817,0.4959016393442623,0.5456595264937993,0.5806142034539977,0.6147642764086418,33125.27472527472,0.62,0.00015,2.0,False
50,0.018043378234973977,0.14378172159194946,0.6309523809523809,0.6132613179893606,0.6210826210826211,0.44672131147540983,0.5196662693682956,0.5761099365740959,0.600138421452611,28061.53846153846,0.68,0.00015,2.0,False
51,0.026899614238313267,0.12462758496403695,0.6282051282051282,0.6127456302247313,0.6096256684491979,0.4672131147540984,0.5290023201856149,0.574596774192621,0.6099229182499186,30804.395604395602,0.65,0.00015,2.0,False
52,0.022801862696983984,0.12932803630828857,0.6602564102564102,0.6460482032352621,0.6527415143603134,0.5122950819672131,0.574052812858783,0.6188118811872028,0.6115378351970471,28061.53846153846,0.65,0.00015,2.0,False
53,0.02372985330986835,0.1413184642791748,0.6043956043956044,0.5988966995983064,0.5585774058577406,0.5471311475409836,0.5527950310559007,0.5562499999991902,0.5857534469655846,44518.68131868132,0.62,0.00015,2.0,False
54,0.01791312015571055,0.1438891500234604,0.5998168498168498,0.5888543589186842,0.5602836879432624,0.48565573770491804,0.5203073545554336,0.5435779816505075,0.5838264032135491,39243.956043956045,0.65,0.00015,2.0,False
55,0.023933222317802056,0.1277926817536354,0.6190476190476191,0.6080094452285311,0.5857142857142857,0.5040983606557377,0.5418502202643172,0.5673431734308622,0.6160229616762567,36712.08791208791,0.62,0.00015,2.0,False
56,0.021082663465113866,0.13359995409846306,0.5998168498168498,0.5943640755618282,0.5532359081419624,0.5430327868852459,0.5480868665977249,0.5511647254567619,0.5758502062751059,45151.64835164835,0.62,0.00015,2.0,False
57,0.011871086112001822,0.1663639321923256,0.6318681318681318,0.6148762349364889,0.6201117318435754,0.45491803278688525,0.524822695035461,0.5781249999990522,0.5953004559765498,28694.505494505494,0.7,0.00015,2.0,False
58,0.01974699506536126,0.1382097639143467,0.6309523809523809,0.6110967864509825,0.6291793313069909,0.42418032786885246,0.5067319461444308,0.5737250554313859,0.6135564813809575,25740.659340659342,0.68,0.00015,2.0,False
59,0.021581416705711967,0.12019811570644379,0.6327838827838828,0.6245589512539356,0.5973154362416108,0.5471311475409836,0.5711229946524065,0.5865553602803529,0.6117685376180653,37978.02197802198,0.6,0.00015,2.0,False
60,0.01986793222438012,0.11762977614998818,0.6309523809523809,0.6240839756812506,0.5921908893709328,0.5594262295081968,0.5753424657534246,0.5853344768430835,0.6293680789273695,39665.93406593407,0.58,0.00015,2.0,False
61,0.01208896835201553,0.1466972455382347,0.6208791208791209,0.61301025947237,0.581858407079646,0.5389344262295082,0.5595744680851064,0.5727351916367938,0.6119653132124634,39876.92307692308,0.62,0.00015,2.0,False
62,0.012392261409245077,0.1555265009403229,0.6190476190476191,0.5991545434806209,0.6090909090909091,0.41188524590163933,0.49144254278728605,0.5558628318574218,0.5989119666702856,27217.582417582416,0.7,7.5e-05,2.0,False
63,0.015096494151900211,0.1545955941081047,0.6318681318681318,0.620189175985235,0.6043689320388349,0.5102459016393442,0.5533333333333333,0.5828651685384445,0.6029238139181414,34391.20879120879,0.65,7.5e-05,2.0,False
64,0.022879545587957614,0.1354479596018791,0.6410256410256411,0.6217769514710673,0.6437125748502994,0.4405737704918033,0.5231143552311436,0.5893640350867395,0.6058958039300837,25107.69230769231,0.68,7.5e-05,2.0,False
65,0.023616961181341184,0.11826798915863038,0.6373626373626373,0.6174818152209315,0.6402439024390244,0.430327868852459,0.5147058823529411,0.5833333333323454,0.6158974324177614,24896.703296703297,0.65,7.5e-05,2.0,False
66,0.018033226685864583,0.13117818385362626,0.6272893772893773,0.6130984692215828,0.6046511627906976,0.47950819672131145,0.5348571428571428,0.574656188604197,0.6131256106828792,32281.31868131868,0.65,7.5e-05,2.0,False
67,0.02318737434134597,0.1323398232460022,0.6291208791208791,0.6076701769623276,0.6325878594249201,0.4057377049180328,0.4943820224719101,0.5689655172403704,0.6043114211269135,24263.736263736264,0.68,7.5e-05,2.0,False
68,0.016168942985435326,0.13253257125616075,0.6437728937728938,0.6283926826620345,0.6327077747989276,0.48360655737704916,0.5481997677119629,0.5959595959586673,0.6185165834328521,28905.494505494506,0.65,7.5e-05,2.0,False
69,0.01307464693672955,0.15100595206022263,0.6410256410256411,0.6243350341982412,0.6333333333333333,0.4672131147540984,0.5377358490566038,0.5912863070529967,0.6076158940397351,27850.54945054945,0.68,7.5e-05,2.0,False
70,0.017172476642632058,0.14128394350409507,0.6483516483516484,0.6313511019433287,0.6460674157303371,0.4713114754098361,0.5450236966824644,0.6014644351454932,0.6108016230593855,26584.615384615387,0.68,7.5e-05,2.0,False
