gamma,best_epoch,best_val_score,last_val_f1,last_val_f0_5,last_val_precision,last_val_roc_auc,best_threshold
1.5,4,0.7022169059039325,0.2717219589257504,0.4026217228452012,0.593103448275862,0.589624497882966,0.5
2.0,4,0.6155692009119129,0.2640901771336554,0.40196078431247784,0.6165413533834586,0.5618638720008685,0.52
1.0,7,0.591731215400304,0.32941176470588235,0.44585987261027715,0.5833333333333334,0.5919111659971773,0.48
